Survived,Pclass,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
1,3,-0.104578666,0,0,-0.492101444,FALSE,TRUE,FALSE
1,1,-0.411805488,0,0,0.7464929081896716,FALSE,FALSE,FALSE
1,1,-0.334998782,1,0,0.4676170006257854,TRUE,FALSE,FALSE
0,3,-0.872645722,1,0,-0.517340194,TRUE,FALSE,TRUE
0,3,-0.795839016,0,0,-0.486064428,TRUE,FALSE,TRUE
0,1,-0.565418899,0,0,2.081343448242025,TRUE,FALSE,FALSE
0,3,-2.024746306,3,1,-0.223957338,FALSE,FALSE,TRUE
1,1,-0.104578666,1,0,1.0054969729792393,FALSE,FALSE,FALSE
1,3,-0.565418899,0,0,-0.502163137,FALSE,FALSE,TRUE
0,1,-0.181385371,0,2,3.6080382676915317,TRUE,FALSE,FALSE
0,3,-0.71903231,0,0,-0.567312596,TRUE,FALSE,FALSE
0,3,-0.795839016,0,0,-0.491598359,TRUE,FALSE,TRUE
1,1,0.970715213,0,0,3.930515513725408,FALSE,FALSE,FALSE
1,3,-2.178359717,0,2,-0.331281387,FALSE,FALSE,FALSE
0,3,0.20264815682054385,0,0,-0.488579852,TRUE,FALSE,TRUE
1,1,0.4330682736224024,1,0,0.39835834616870003,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.489167454,TRUE,FALSE,TRUE
0,2,-0.872645722,0,0,0.8310111255589249,TRUE,FALSE,TRUE
0,3,-2.178359717,5,2,0.29572908222032107,TRUE,FALSE,TRUE
1,2,0.5098749792230219,0,0,-0.386453672,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.49252001,TRUE,TRUE,FALSE
1,2,-0.949452427,0,0,-0.406577057,FALSE,FALSE,FALSE
1,1,0.5098749792230219,1,2,1.7667485321470857,TRUE,FALSE,TRUE
1,3,-0.642225605,0,0,-0.491179793,TRUE,FALSE,TRUE
0,3,-0.104578666,2,0,-0.488579852,TRUE,FALSE,TRUE
1,1,-0.488612194,1,0,1.6314187674308411,FALSE,FALSE,FALSE
1,3,-0.411805488,0,2,-0.311997147,FALSE,FALSE,TRUE
0,3,-0.565418899,0,0,-0.491179793,TRUE,FALSE,TRUE
0,3,0.12584145121992435,0,0,-0.490004587,FALSE,FALSE,TRUE
0,2,1.2779420352292172,0,0,-0.124849666,TRUE,FALSE,TRUE
0,2,-0.488612194,0,0,-0.436762135,TRUE,FALSE,TRUE
1,2,-0.104578666,0,0,-0.393496857,FALSE,FALSE,TRUE
1,3,0.7402950960248805,0,0,-0.488579852,TRUE,FALSE,TRUE
0,3,-0.258192077,0,0,-0.486064428,TRUE,FALSE,TRUE
0,3,-0.642225605,1,0,-0.45034542,FALSE,FALSE,TRUE
0,3,-0.104578666,1,0,-0.329102025,TRUE,FALSE,TRUE
0,3,-0.71903231,0,0,-0.473738855,FALSE,FALSE,TRUE
0,2,0.3562615680217829,1,0,-0.225466592,TRUE,FALSE,TRUE
0,3,1.6619755632323148,0,0,-0.492101444,TRUE,FALSE,TRUE
1,2,-2.024746306,1,1,-0.270744208,TRUE,FALSE,TRUE
0,3,-0.642225605,0,0,-0.491598359,TRUE,FALSE,TRUE
0,3,-0.104578666,3,1,-0.135581467,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.489167454,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.510045466,TRUE,TRUE,FALSE
1,1,0.27945486242116335,1,0,1.1630469795095626,FALSE,TRUE,FALSE
0,2,-0.104578666,0,0,-0.648057678,TRUE,FALSE,TRUE
1,3,1.1243286240279782,0,0,-0.488579852,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.486064428,FALSE,FALSE,TRUE
1,2,0.3562615680217829,1,1,0.005952337,FALSE,FALSE,TRUE
1,2,-0.872645722,0,2,-0.386453672,FALSE,FALSE,TRUE
0,2,0.049034746,0,0,-0.386453672,TRUE,FALSE,TRUE
0,3,-1.487099366,0,2,-0.162077929,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.489167454,TRUE,FALSE,FALSE
0,3,-0.642225605,0,0,-0.492437505,TRUE,TRUE,FALSE
0,3,-0.02777196,0,0,-0.489586021,TRUE,FALSE,TRUE
0,3,-0.104578666,1,1,-0.358280933,FALSE,FALSE,TRUE
0,3,-0.872645722,1,1,-0.241313757,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.502163137,TRUE,FALSE,TRUE
1,2,-0.104578666,1,0,-0.124849666,FALSE,FALSE,TRUE
1,2,-0.795839016,0,0,-0.124849666,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.492101444,TRUE,TRUE,FALSE
1,3,0.20264815682054385,0,0,-0.486064428,TRUE,FALSE,TRUE
1,1,-0.104578666,0,0,-0.113781804,TRUE,FALSE,TRUE
1,3,-0.104578666,1,0,-0.324071178,FALSE,FALSE,TRUE
1,2,0.970715213,1,0,-0.124849666,FALSE,FALSE,TRUE
0,3,-0.949452427,0,0,-0.50467856,TRUE,FALSE,TRUE
0,1,1.5851688576316951,1,0,0.47683954801157796,TRUE,FALSE,TRUE
1,1,-1.179872544,1,2,1.7667485321470857,FALSE,FALSE,TRUE
0,3,-0.642225605,2,2,0.043683683994155176,FALSE,FALSE,TRUE
1,2,-0.411805488,2,3,-0.270744208,FALSE,FALSE,TRUE
0,1,2.6604627360403685,1,4,4.644392599719279,TRUE,FALSE,TRUE
0,2,0.12584145121992435,0,0,-0.436762135,TRUE,FALSE,TRUE
1,2,1.2011353296285976,1,1,-0.11981882,FALSE,FALSE,TRUE
0,3,-0.71903231,0,0,-0.45688552,TRUE,FALSE,TRUE
0,3,-0.334998782,1,0,-0.491598359,TRUE,FALSE,TRUE
1,2,-0.104578666,0,0,-0.386453672,FALSE,FALSE,TRUE
1,3,-0.104578666,0,0,-0.484806717,TRUE,FALSE,TRUE
1,1,-1.9479396,0,2,0.9992084151392652,TRUE,FALSE,TRUE
1,2,-1.25667925,0,1,-0.255651669,FALSE,FALSE,TRUE
1,1,0.3562615680217829,0,0,-0.113781804,TRUE,FALSE,TRUE
1,3,-1.871132894,2,1,-0.260515491,FALSE,FALSE,FALSE
1,1,1.7387822688329342,0,0,-0.034294433,TRUE,FALSE,TRUE
0,2,0.5098749792230219,1,2,-0.089633742,TRUE,FALSE,TRUE
0,3,-0.104578666,1,0,-0.246260085,TRUE,FALSE,TRUE
0,1,0.049034746,0,0,-0.089633742,TRUE,FALSE,FALSE
1,1,1.5083621520310757,1,0,1.1450204511478064,TRUE,FALSE,FALSE
0,3,-0.104578666,0,0,-0.486064428,TRUE,FALSE,TRUE
1,3,-0.02777196,0,0,-0.489167454,TRUE,FALSE,FALSE
0,1,2.737269441640988,0,0,-0.113781804,TRUE,FALSE,TRUE
1,1,-0.104578666,1,0,0.3955913807191113,FALSE,FALSE,TRUE
1,2,1.5851688576316951,0,0,-0.436762135,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.492101444,TRUE,TRUE,FALSE
1,1,1.431555446430456,0,0,-0.113781804,TRUE,FALSE,TRUE
0,3,0.3562615680217829,0,0,-0.486064428,TRUE,FALSE,TRUE
0,1,1.3547487408298367,0,0,0.1266926474818146,TRUE,FALSE,TRUE
0,2,1.431555446430456,0,0,-0.386453672,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.486064428,TRUE,FALSE,TRUE
0,3,0.66348839,0,0,-0.506187814,TRUE,FALSE,TRUE
0,2,-0.104578666,0,0,-0.648057678,TRUE,FALSE,TRUE
0,1,2.0460090912354123,0,0,-0.113781804,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.492604529,TRUE,TRUE,FALSE
1,3,-2.197561393,2,1,-0.260515491,FALSE,FALSE,FALSE
0,3,-0.104578666,0,0,-0.502163137,TRUE,FALSE,TRUE
0,3,0.66348839,0,0,-0.473738855,TRUE,FALSE,TRUE
1,2,0.27945486242116335,1,2,-0.089633742,FALSE,FALSE,TRUE
1,2,-0.488612194,0,0,-0.370521988,FALSE,FALSE,FALSE
0,3,-0.565418899,0,0,-0.450093878,FALSE,FALSE,TRUE
0,1,-0.104578666,0,0,0.39835834616870003,TRUE,FALSE,TRUE
0,2,0.3562615680217829,1,0,-0.225466592,TRUE,FALSE,TRUE
0,3,-0.02777196,1,0,-0.506272332,TRUE,FALSE,TRUE
0,3,-0.565418899,0,0,-0.496713724,TRUE,FALSE,TRUE
1,3,-2.101553011,0,1,-0.400791584,FALSE,FALSE,TRUE
0,3,-1.563906072,5,2,0.29572908222032107,TRUE,FALSE,TRUE
0,2,-0.104578666,0,0,-0.648057678,TRUE,FALSE,TRUE
0,3,1.5851688576316951,0,0,-0.486064428,TRUE,FALSE,TRUE
1,3,2.583656030439749,0,0,-0.455124724,FALSE,FALSE,TRUE
1,1,-0.334998782,1,0,1.1847641366964432,TRUE,FALSE,FALSE
0,3,-0.104578666,3,1,-0.135581467,FALSE,FALSE,TRUE
1,1,0.4330682736224024,1,0,1.1630469795095626,FALSE,FALSE,TRUE
0,1,2.1996225024366516,0,0,-0.050393141,TRUE,FALSE,FALSE
0,3,0.049034746,0,0,-0.486064428,TRUE,FALSE,TRUE
1,3,-1.563906072,1,1,-0.328095856,TRUE,FALSE,TRUE
0,3,-0.104578666,1,0,-0.246260085,TRUE,FALSE,TRUE
0,3,-0.642225605,0,0,-0.502163137,TRUE,FALSE,TRUE
0,1,1.9692023856347929,0,0,-0.034294433,TRUE,FALSE,TRUE
0,1,3.198109675244705,0,0,0.34813440166627563,TRUE,FALSE,FALSE
0,3,-0.642225605,0,0,-0.486064428,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.35710774,TRUE,FALSE,FALSE
1,1,1.8923956800341732,1,0,0.926933265,FALSE,FALSE,FALSE
0,3,-0.104578666,0,0,-0.344194564,TRUE,FALSE,TRUE
0,1,-0.334998782,1,2,2.401641331670881,FALSE,FALSE,TRUE
0,3,-0.411805488,0,0,-0.491179793,TRUE,FALSE,TRUE
0,3,-0.949452427,0,0,-0.473738855,TRUE,FALSE,TRUE
0,3,-0.642225605,0,0,-0.492101444,FALSE,TRUE,FALSE
0,3,-0.104578666,0,0,-0.494532349,FALSE,TRUE,FALSE
0,3,0.5866816848236415,0,0,-0.455124724,FALSE,FALSE,TRUE
1,1,-1.026259133,0,0,1.0926151317018515,FALSE,FALSE,TRUE
0,1,-0.872645722,1,0,1.5433789576712023,TRUE,FALSE,FALSE
1,2,0.27945486242116335,0,2,-0.124849666,FALSE,FALSE,TRUE
1,1,-0.104578666,0,0,-0.113781804,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.194778429,TRUE,FALSE,TRUE
1,3,-0.258192077,0,0,0.48882906084695926,TRUE,FALSE,TRUE
1,3,-0.02777196,0,0,-0.492101444,TRUE,TRUE,FALSE
0,3,-0.104578666,0,0,-0.486064428,TRUE,FALSE,TRUE
1,1,0.5098749792230219,0,0,-0.119064193,TRUE,FALSE,TRUE
1,1,1.8923956800341732,1,0,0.547271396,FALSE,FALSE,FALSE
0,3,-0.411805488,0,0,-0.497216808,TRUE,FALSE,TRUE
0,1,1.3547487408298367,0,0,0.036555981,TRUE,FALSE,TRUE
1,2,0.3562615680217829,0,0,-0.436762135,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.162077929,TRUE,TRUE,FALSE
1,2,0.5098749792230219,1,0,-0.124849666,FALSE,FALSE,TRUE
0,3,0.20264815682054385,0,0,-0.489167454,TRUE,FALSE,TRUE
1,1,0.049034746,0,0,1.2334788273172737,FALSE,FALSE,TRUE
0,3,-0.565418899,0,0,-0.489167454,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.502666221,TRUE,FALSE,FALSE
1,1,1.1243286240279782,0,1,0.51868009,FALSE,FALSE,FALSE
0,3,-0.104578666,0,0,-0.502581703,TRUE,FALSE,FALSE
0,3,0.8555051544258098,0,0,-0.492101444,TRUE,TRUE,FALSE
1,2,1.5851688576316951,0,0,-0.436762135,FALSE,FALSE,TRUE
0,1,-0.104578666,0,0,3.8148905676872524,TRUE,FALSE,TRUE
0,3,0.7402950960248805,0,0,-0.488579852,TRUE,FALSE,TRUE
0,2,-0.488612194,2,1,-0.41663875,TRUE,FALSE,TRUE
1,2,-2.101553011,1,1,-0.124849666,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.502581703,TRUE,FALSE,FALSE
0,3,-0.949452427,1,1,-0.502581703,TRUE,FALSE,FALSE
1,3,-0.104578666,0,2,-0.198132998,FALSE,FALSE,FALSE
0,3,0.049034746,0,0,-0.473738855,FALSE,FALSE,TRUE
1,2,-1.717519483,0,2,-0.11981882,FALSE,FALSE,TRUE
0,1,1.2011353296285976,0,0,-0.113781804,TRUE,FALSE,TRUE
1,1,0.049034746,0,0,1.4935735795786065,FALSE,FALSE,FALSE
0,3,-0.104578666,0,0,-0.356268595,TRUE,FALSE,TRUE
1,1,-0.565418899,0,2,0.3480498834489064,FALSE,FALSE,FALSE
1,1,0.5098749792230219,0,2,0.7807026628391313,FALSE,FALSE,TRUE
0,3,-1.563906072,4,2,-0.01869881,FALSE,FALSE,TRUE
0,3,-1.410292661,4,2,-0.01869881,FALSE,FALSE,TRUE
1,2,0.20264815682054385,1,0,-0.124849666,TRUE,FALSE,TRUE
0,1,1.5851688576316951,1,0,1.4935735795786065,TRUE,FALSE,FALSE
0,1,2.6604627360403685,0,0,-0.124849666,TRUE,FALSE,TRUE
1,2,-0.795839016,1,0,-0.124849666,FALSE,FALSE,TRUE
1,2,-0.104578666,0,0,-0.369097253,TRUE,FALSE,FALSE
0,3,0.27945486242116335,1,1,-0.235025199,TRUE,FALSE,TRUE
1,2,-1.640712778,1,1,0.091476724,TRUE,FALSE,TRUE
1,1,-0.949452427,0,2,1.583289667316069,TRUE,FALSE,FALSE
0,2,-0.181385371,0,0,-0.124849666,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.490507672,TRUE,TRUE,FALSE
1,3,-0.565418899,0,0,-0.502666221,TRUE,FALSE,FALSE
1,3,-0.565418899,0,0,-0.491598359,FALSE,FALSE,TRUE
0,1,2.5068493248391293,0,0,-0.113781804,TRUE,FALSE,TRUE
1,1,1.431555446430456,1,0,0.1488283710785238,FALSE,FALSE,FALSE
0,1,-0.104578666,0,0,3.930515513725408,TRUE,FALSE,FALSE
1,1,0.7402950960248805,1,1,0.9547699438496172,FALSE,FALSE,TRUE
1,3,0.5098749792230219,1,0,-0.297910778,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.492101444,TRUE,TRUE,FALSE
0,3,0.8171018016255001,0,0,-0.489167454,TRUE,FALSE,TRUE
0,2,-0.104578666,0,0,-0.37639198,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.486064428,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.486064428,FALSE,FALSE,TRUE
0,3,-0.411805488,2,0,-0.162077929,TRUE,FALSE,TRUE
0,3,-0.795839016,0,0,-0.489167454,TRUE,FALSE,TRUE
0,3,-0.02777196,0,4,-0.223957338,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.502581703,TRUE,FALSE,FALSE
1,3,0.20264815682054385,0,0,-0.490004587,TRUE,FALSE,TRUE
1,2,2.5068493248391293,0,0,-0.436762135,TRUE,FALSE,TRUE
1,1,1.8155889744335538,2,0,0.38787808721491257,FALSE,FALSE,TRUE
1,1,0.5098749792230219,0,0,-0.117051854,TRUE,FALSE,TRUE
1,3,-0.104578666,0,0,-0.492101444,FALSE,TRUE,FALSE
0,3,-1.026259133,0,0,-0.486064428,TRUE,FALSE,TRUE
0,3,-0.795839016,0,0,-0.356268595,TRUE,FALSE,TRUE
1,2,0.3562615680217829,0,0,-0.386453672,FALSE,FALSE,TRUE
1,1,0.7402950960248805,1,0,0.47683954801157796,FALSE,FALSE,TRUE
0,3,-0.104578666,1,0,-0.35710774,FALSE,FALSE,FALSE
1,3,0.20264815682054385,0,0,-0.488579852,TRUE,FALSE,TRUE
1,2,-0.334998782,1,1,-0.044356126,FALSE,FALSE,TRUE
1,1,0.7402950960248805,1,1,1.583289667316069,FALSE,FALSE,FALSE
0,2,1.8923956800341732,0,0,-0.124849666,TRUE,FALSE,TRUE
0,1,0.5098749792230219,0,0,0.15939314824968043,TRUE,FALSE,FALSE
0,3,-0.104578666,0,0,-0.472732686,TRUE,FALSE,FALSE
1,1,-0.872645722,0,2,0.9547699438496172,FALSE,FALSE,TRUE
0,2,1.3547487408298367,0,0,-0.346206902,TRUE,FALSE,TRUE
1,1,2.3532359136378904,1,1,0.9457144205600544,TRUE,FALSE,FALSE
0,3,-0.565418899,0,0,-0.486064428,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.486064428,TRUE,FALSE,TRUE
0,3,0.4330682736224024,0,0,-0.50467856,TRUE,FALSE,TRUE
1,1,1.7387822688329342,1,0,0.926933265,FALSE,FALSE,FALSE
0,3,1.3547487408298367,0,0,-0.502163137,TRUE,FALSE,TRUE
0,3,-0.104578666,0,2,-0.492101444,FALSE,TRUE,FALSE
0,2,0.5866816848236415,1,0,-0.124849666,TRUE,FALSE,TRUE
0,3,0.5098749792230219,1,1,-0.162077929,TRUE,FALSE,TRUE
1,2,-0.104578666,0,0,0.016014029498268696,FALSE,FALSE,TRUE
0,3,1.5083621520310757,0,0,-0.648057678,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.502666221,TRUE,FALSE,FALSE
1,1,1.5083621520310757,1,0,0.4975505359440627,TRUE,FALSE,FALSE
1,2,-0.411805488,2,1,-0.104726281,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.489167454,TRUE,FALSE,TRUE
0,1,-0.104578666,0,0,0.20517384932469257,TRUE,FALSE,TRUE
0,3,1.1243286240279782,0,0,-0.486064428,TRUE,FALSE,TRUE
1,1,0.4330682736224024,0,0,-0.113781804,TRUE,FALSE,FALSE
0,3,0.5098749792230219,1,0,-0.33513904,TRUE,FALSE,TRUE
0,3,0.049034746,0,0,-0.489167454,TRUE,FALSE,TRUE
1,1,-0.181385371,0,0,-0.034294433,TRUE,FALSE,TRUE
1,2,-0.565418899,1,2,0.18865657484452997,FALSE,FALSE,FALSE
1,1,0.8171018016255001,0,0,2.440127305651523,FALSE,FALSE,TRUE
0,3,0.7402950960248805,1,5,-0.01869881,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.506187814,TRUE,FALSE,TRUE
1,3,-0.104578666,1,0,-0.33614521,FALSE,TRUE,FALSE
0,3,-0.104578666,0,0,-0.492101444,TRUE,TRUE,FALSE
0,3,0.4330682736224024,0,0,-0.486064428,TRUE,FALSE,TRUE
1,2,-0.411805488,1,2,0.6599623523116267,FALSE,FALSE,TRUE
0,3,0.3562615680217829,1,1,-0.358280933,TRUE,FALSE,TRUE
0,3,-0.258192077,1,0,-0.324071178,FALSE,FALSE,TRUE
1,2,-1.9479396,2,1,0.13675434002577333,FALSE,FALSE,TRUE
0,2,-0.258192077,0,0,-0.436762135,TRUE,FALSE,TRUE
0,3,-0.181385371,1,0,-0.357190246,TRUE,FALSE,FALSE
1,1,0.970715213,1,0,0.40951072618442386,TRUE,FALSE,TRUE
1,3,-0.71903231,1,1,-0.331281387,TRUE,FALSE,FALSE
0,3,-0.642225605,0,0,-0.490004587,TRUE,FALSE,TRUE
0,3,-0.642225605,0,0,-0.324071178,TRUE,FALSE,TRUE
0,1,2.430042619,0,0,0.002346226,TRUE,FALSE,TRUE
0,2,2.122815796836032,0,0,-0.399533873,TRUE,TRUE,FALSE
1,1,-0.642225605,0,0,0.9207272132963871,FALSE,FALSE,TRUE
0,3,-0.258192077,0,0,-0.489167454,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.492437505,TRUE,TRUE,FALSE
1,1,3.889370025650281,0,0,-0.044356126,TRUE,FALSE,TRUE
0,3,1.6619755632323148,0,0,-0.506103295,TRUE,FALSE,TRUE
1,1,0.20264815682054385,0,0,-0.034294433,TRUE,FALSE,FALSE
0,1,-0.104578666,0,0,-0.648057678,TRUE,FALSE,TRUE
0,3,-1.563906072,3,2,-0.086615234,FALSE,FALSE,TRUE
1,2,-0.104578666,0,0,-0.386453672,FALSE,FALSE,TRUE
0,3,0.20264815682054385,0,0,-0.488579852,TRUE,FALSE,TRUE
0,2,0.12584145121992435,1,1,-0.11981882,TRUE,FALSE,TRUE
0,3,0.8939085072261196,0,5,0.15058916727371655,FALSE,FALSE,TRUE
0,3,-0.104578666,1,0,-0.324071178,TRUE,FALSE,TRUE
0,3,-0.71903231,0,0,-0.490004587,TRUE,FALSE,TRUE
1,1,-0.411805488,0,0,0.7464929081896716,FALSE,FALSE,FALSE
0,3,-2.101553011,3,2,-0.086615234,FALSE,FALSE,TRUE
1,3,-0.104578666,0,0,0.48882906084695926,TRUE,FALSE,TRUE
1,3,-2.197561393,2,1,-0.260515491,FALSE,FALSE,FALSE
1,1,1.431555446430456,1,0,0.895993561,TRUE,FALSE,FALSE
0,3,-0.795839016,0,0,-0.489167454,TRUE,FALSE,TRUE
1,1,2.0460090912354123,0,0,0.066322492,TRUE,FALSE,FALSE
0,3,-0.104578666,0,0,-0.496126121,TRUE,FALSE,TRUE
1,3,-0.488612194,0,0,-0.496126121,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.489167454,TRUE,FALSE,TRUE
1,2,-0.872645722,0,1,-0.185219821,FALSE,FALSE,TRUE
0,3,-0.642225605,0,0,-0.478351135,TRUE,FALSE,TRUE
1,3,-0.104578666,0,0,-0.490507672,FALSE,TRUE,FALSE
0,3,-0.872645722,0,0,-0.512224829,FALSE,TRUE,FALSE
0,2,-0.411805488,2,0,0.8310111255589249,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.489167454,TRUE,FALSE,TRUE
0,3,0.20264815682054385,1,1,-0.33614521,FALSE,TRUE,FALSE
0,2,-0.488612194,0,0,-0.386453672,TRUE,FALSE,TRUE
0,1,2.1996225024366516,0,2,1.6314187674308411,TRUE,FALSE,FALSE
1,1,1.5851688576316951,2,0,2.041432738597159,TRUE,FALSE,TRUE
0,3,0.8171018016255001,0,0,-0.502666221,TRUE,FALSE,FALSE
0,1,1.3547487408298367,0,0,-0.133150562,TRUE,FALSE,TRUE
0,3,0.5098749792230219,0,0,-0.497216808,TRUE,FALSE,TRUE
1,3,-0.71903231,1,0,-0.488579852,TRUE,FALSE,TRUE
0,2,0.20264815682054385,2,0,0.8310111255589249,TRUE,FALSE,TRUE
0,2,-0.334998782,0,0,-0.386453672,TRUE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.491598359,TRUE,FALSE,TRUE
0,3,1.0475219184273585,0,0,-0.486064428,TRUE,FALSE,TRUE
1,1,-0.104578666,1,0,0.39835834616870003,FALSE,FALSE,TRUE
1,2,0.8171018016255001,1,1,0.13675434002577333,FALSE,FALSE,TRUE
0,1,0.12584145121992435,1,0,0.39835834616870003,TRUE,FALSE,TRUE
0,2,3.1213029696440855,0,0,-0.436762135,TRUE,FALSE,TRUE
1,2,0.12584145121992435,0,0,-0.386453672,TRUE,FALSE,TRUE
0,2,-0.104578666,0,0,-0.648057678,TRUE,FALSE,TRUE
0,3,-0.872645722,0,0,-0.491598359,TRUE,FALSE,TRUE
0,3,-0.373402135,0,0,-0.486064428,TRUE,FALSE,TRUE
1,3,-0.872645722,0,0,-0.450009359,FALSE,FALSE,TRUE
0,3,1.0475219184273585,1,6,0.29572908222032107,FALSE,FALSE,TRUE
1,1,0.5098749792230219,0,1,9.661740104981664,TRUE,FALSE,FALSE
0,3,-0.104578666,0,0,-0.484303632,FALSE,TRUE,FALSE
1,1,-0.181385371,0,0,0.895993561,TRUE,FALSE,FALSE
0,3,-0.71903231,0,0,-0.462419451,TRUE,FALSE,TRUE
0,3,-1.179872544,5,2,0.29572908222032107,TRUE,FALSE,TRUE
0,2,2.3532359136378904,1,1,0.13675434002577333,TRUE,FALSE,TRUE
0,2,-0.334998782,1,2,0.18865657484452997,TRUE,FALSE,FALSE
0,3,-1.179872544,4,1,0.15058916727371655,TRUE,FALSE,TRUE
0,3,-0.795839016,0,0,-0.443386753,TRUE,FALSE,TRUE
0,3,-0.872645722,0,0,-0.491179793,TRUE,FALSE,TRUE
1,1,-1.103065838,0,1,3.6047682176147444,FALSE,FALSE,TRUE
1,1,0.12584145121992435,1,0,0.4989752716082872,TRUE,FALSE,TRUE
1,3,-1.9479396,0,1,-0.378068258,FALSE,FALSE,FALSE
1,3,-0.104578666,0,0,0.48882906084695926,TRUE,FALSE,TRUE
0,3,-0.334998782,0,0,-0.502666221,TRUE,FALSE,FALSE
0,1,2.3532359136378904,0,0,-0.113781804,TRUE,FALSE,TRUE
0,2,1.7387822688329342,0,0,-0.37639198,TRUE,FALSE,TRUE
0,3,1.1243286240279782,0,0,-0.486064428,TRUE,FALSE,TRUE
1,3,-0.104578666,0,0,-0.492437505,FALSE,TRUE,FALSE
0,1,1.5083621520310757,1,1,1.583289667316069,TRUE,FALSE,FALSE
0,3,0.970715213,0,0,-0.494113782,TRUE,FALSE,TRUE
1,1,-0.872645722,1,0,3.930515513725408,FALSE,FALSE,FALSE
1,1,0.4330682736224024,0,0,-0.119064193,TRUE,FALSE,TRUE
0,3,-0.872645722,0,1,-0.357190246,FALSE,FALSE,FALSE
0,3,-0.334998782,0,0,-0.492268468,TRUE,TRUE,FALSE
0,3,-0.258192077,1,0,-0.490004587,TRUE,FALSE,TRUE
0,2,0.7402950960248805,0,0,-0.124849666,TRUE,FALSE,TRUE
1,2,1.2011353296285976,0,0,-0.37639198,FALSE,FALSE,TRUE
1,1,0.970715213,0,0,-0.119064193,TRUE,FALSE,TRUE
1,1,-0.565418899,0,0,2.401641331670881,FALSE,FALSE,TRUE
1,3,-0.104578666,1,1,-0.341260574,TRUE,FALSE,FALSE
1,1,-0.411805488,0,0,0.34813440166627563,FALSE,FALSE,FALSE
0,1,-0.104578666,0,0,-0.113781804,TRUE,FALSE,TRUE
1,1,1.431555446430456,1,0,0.39835834616870003,TRUE,FALSE,TRUE
0,3,-0.02777196,0,0,-0.457221581,TRUE,FALSE,TRUE
0,2,1.7387822688329342,0,0,-0.386453672,TRUE,FALSE,TRUE
0,3,-0.795839016,0,0,-0.494113782,TRUE,FALSE,TRUE
1,1,0.66348839,0,0,3.930515513725408,FALSE,FALSE,FALSE
1,2,-0.181385371,0,0,-0.436762135,FALSE,FALSE,TRUE
0,3,-0.104578666,0,0,-0.33614521,TRUE,TRUE,FALSE
0,3,0.27945486242116335,0,0,-0.491598359,TRUE,FALSE,TRUE
1,2,-1.794326189,0,1,0.016014029498268696,FALSE,FALSE,TRUE
0,3,-0.949452427,1,0,-0.506103295,TRUE,FALSE,TRUE
0,2,0.3562615680217829,0,0,-0.386453672,TRUE,FALSE,TRUE
0,2,1.5851688576316951,0,0,-0.386453672,TRUE,FALSE,TRUE
1,1,-0.181385371,1,0,0.4204940697654092,TRUE,FALSE,TRUE
0,3,-0.71903231,0,0,-0.473738855,TRUE,FALSE,TRUE
1,2,0.049034746,3,0,-0.225466592,FALSE,FALSE,TRUE
1,3,-0.104578666,0,0,-0.492352986,FALSE,TRUE,FALSE
0,2,-0.334998782,1,0,-0.124849666,TRUE,FALSE,TRUE
0,3,-0.334998782,1,0,-0.488579852,FALSE,FALSE,TRUE
1,1,-0.02777196,0,0,3.6047682176147444,FALSE,FALSE,TRUE
0,3,-1.410292661,0,0,-0.269989581,TRUE,FALSE,FALSE
0,2,-0.104578666,0,0,-0.648057678,TRUE,FALSE,TRUE
0,2,-0.488612194,0,0,-0.386453672,TRUE,FALSE,TRUE
0,2,-0.488612194,0,0,-0.386453672,TRUE,FALSE,TRUE
